date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2019-01-02T00:00:00.000Z,121.33,121.75,120.88,121.35,12776155,121.33,121.75,120.88,121.35,12776155,0.0,1.0
2019-01-03T00:00:00.000Z,122.43,122.46,121.73,121.78,15440840,122.43,122.46,121.73,121.78,15440840,0.0,1.0
2019-01-04T00:00:00.000Z,121.44,121.6,120.69,121.32,13334368,121.44,121.6,120.69,121.32,13334368,0.0,1.0
2019-01-07T00:00:00.000Z,121.86,122.22,121.5731,122.16,7473641,121.86,122.22,121.5731,122.16,7473641,0.0,1.0
2019-01-08T00:00:00.000Z,121.53,121.71,121.06,121.15,7643363,121.53,121.71,121.06,121.15,7643363,0.0,1.0
2019-01-09T00:00:00.000Z,122.31,122.335,121.44,121.45,10555933,122.31,122.335,121.44,121.45,10555933,0.0,1.0
2019-01-10T00:00:00.000Z,121.59,122.179,121.57,121.98,6672058,121.59,122.179,121.57,121.98,6672058,0.0,1.0
2019-01-11T00:00:00.000Z,121.8,122.05,121.66,121.74,8622666,121.8,122.05,121.66,121.74,8622666,0.0,1.0
2019-01-14T00:00:00.000Z,122.09,122.24,121.87,122.15,6477072,122.09,122.24,121.87,122.15,6477072,0.0,1.0
2019-01-15T00:00:00.000Z,121.88,122.38,121.62,122.28,7512779,121.88,122.38,121.62,122.28,7512779,0.0,1.0
2019-01-16T00:00:00.000Z,122.27,122.44,122.02,122.04,6878137,122.27,122.44,122.02,122.04,6878137,0.0,1.0
2019-01-17T00:00:00.000Z,122.11,122.26,121.81,122.03,8558523,122.11,122.26,121.81,122.03,8558523,0.0,1.0
2019-01-18T00:00:00.000Z,121.02,121.515,121.02,121.23,10896307,121.02,121.515,121.02,121.23,10896307,0.0,1.0
2019-01-22T00:00:00.000Z,121.45,121.5,120.9,121.18,7896668,121.45,121.5,120.9,121.18,7896668,0.0,1.0
2019-01-23T00:00:00.000Z,121.28,121.54,120.86,120.96,5224918,121.28,121.54,120.86,120.96,5224918,0.0,1.0
2019-01-24T00:00:00.000Z,121.09,121.36,120.92,121.16,5662490,121.09,121.36,120.92,121.16,5662490,0.0,1.0
2019-01-25T00:00:00.000Z,122.86,122.91,122.02,122.02,11103309,122.86,122.91,122.02,122.02,11103309,0.0,1.0
2019-01-28T00:00:00.000Z,123.29,123.29,122.7178,122.75,8522178,123.29,123.29,122.7178,122.75,8522178,0.0,1.0
2019-01-29T00:00:00.000Z,123.98,124.0,123.46,123.71,11610204,123.98,124.0,123.46,123.71,11610204,0.0,1.0
2019-01-30T00:00:00.000Z,124.69,125.07,123.7,123.91,12103963,124.69,125.07,123.7,123.91,12103963,0.0,1.0
2019-01-31T00:00:00.000Z,124.75,125.23,124.62,125.18,10209516,124.75,125.23,124.62,125.18,10209516,0.0,1.0
2019-02-01T00:00:00.000Z,124.5,125.05,124.37,124.89,12485496,124.5,125.05,124.37,124.89,12485496,0.0,1.0
2019-02-04T00:00:00.000Z,123.96,124.29,123.82,123.99,6879187,123.96,124.29,123.82,123.99,6879187,0.0,1.0
2019-02-05T00:00:00.000Z,124.28,124.42,124.05,124.29,6291367,124.28,124.42,124.05,124.29,6291367,0.0,1.0
2019-02-06T00:00:00.000Z,123.44,124.1899,123.4,124.16,6595100,123.44,124.1899,123.4,124.16,6595100,0.0,1.0
2019-02-07T00:00:00.000Z,123.74,123.95,123.4367,123.8,5935456,123.74,123.95,123.4367,123.8,5935456,0.0,1.0
2019-02-08T00:00:00.000Z,124.21,124.33,123.9799,124.05,4235221,124.21,124.33,123.9799,124.05,4235221,0.0,1.0
2019-02-11T00:00:00.000Z,123.6,123.82,123.19,123.19,4821904,123.6,123.82,123.19,123.19,4821904,0.0,1.0
2019-02-12T00:00:00.000Z,123.86,124.03,123.61,123.96,4271869,123.86,124.03,123.61,123.96,4271869,0.0,1.0
2019-02-13T00:00:00.000Z,123.37,124.55,123.31,123.84,7640509,123.37,124.55,123.31,123.84,7640509,0.0,1.0
2019-02-14T00:00:00.000Z,124.06,124.2,123.53,123.84,6276529,124.06,124.2,123.53,123.84,6276529,0.0,1.0
2019-02-15T00:00:00.000Z,124.8,125.0,124.18,124.59,12190104,124.8,125.0,124.18,124.59,12190104,0.0,1.0
2019-02-19T00:00:00.000Z,126.7,126.79,125.93,125.98,15614028,126.7,126.79,125.93,125.98,15614028,0.0,1.0
2019-02-20T00:00:00.000Z,126.48,127.21,126.31,127.0,8889665,126.48,127.21,126.31,127.0,8889665,0.0,1.0
2019-02-21T00:00:00.000Z,125.05,126.22,125.05,126.15,8634596,125.05,126.22,125.05,126.15,8634596,0.0,1.0
2019-02-22T00:00:00.000Z,125.5,125.95,125.39,125.53,5439375,125.5,125.95,125.39,125.53,5439375,0.0,1.0
2019-02-25T00:00:00.000Z,125.37,125.9,125.23,125.78,4882615,125.37,125.9,125.23,125.78,4882615,0.0,1.0
2019-02-26T00:00:00.000Z,125.58,125.6171,125.05,125.33,5153511,125.58,125.6171,125.05,125.33,5153511,0.0,1.0
2019-02-27T00:00:00.000Z,124.69,125.226,124.4,125.17,7935647,124.69,125.226,124.4,125.17,7935647,0.0,1.0
2019-02-28T00:00:00.000Z,123.99,124.71,123.98,124.71,7811731,123.99,124.71,123.98,124.71,7811731,0.0,1.0
2019-03-01T00:00:00.000Z,121.88,123.96,121.87,123.48,16411743,121.88,123.96,121.87,123.48,16411743,0.0,1.0
