date,open,high,low,close,volume
2022-02-14T14:30:00.000Z,293.745,295.07,292.92,293.7,51799.0
2022-02-14T14:40:00.000Z,293.69,295.27,292.57,295.23,35965.0
2022-02-14T14:50:00.000Z,295.18,295.84,294.3,294.615,12856.0
2022-02-14T15:00:00.000Z,294.6,294.66,292.6,292.86,43729.0
2022-02-14T15:10:00.000Z,292.9,293.99,292.625,293.31,30690.0
2022-02-14T15:20:00.000Z,293.12,293.875,292.59,293.34,39614.0
2022-02-14T15:30:00.000Z,293.32,293.76,292.07,292.79,16121.0
2022-02-14T15:40:00.000Z,292.7,295.11,292.525,294.765,17483.0
2022-02-14T15:50:00.000Z,294.75,294.95,293.73,293.875,19491.0
2022-02-14T16:00:00.000Z,293.95,295.14,293.76,294.475,12337.0
2022-02-14T16:10:00.000Z,294.51,295.57,293.825,295.5,8457.0
2022-02-14T16:20:00.000Z,295.505,296.715,295.16,296.28,24472.0
2022-02-14T16:30:00.000Z,296.3,296.71,295.355,295.725,33275.0
2022-02-14T16:40:00.000Z,295.76,296.035,295.365,295.83,8626.0
2022-02-14T16:50:00.000Z,296.015,296.015,294.97,295.71,8832.0
2022-02-14T17:00:00.000Z,295.705,296.15,295.22,295.37,7079.0
2022-02-14T17:10:00.000Z,295.465,296.125,295.235,295.305,5914.0
2022-02-14T17:20:00.000Z,295.31,296.035,295.275,296.03,6563.0
2022-02-14T17:30:00.000Z,295.99,296.515,295.73,295.865,12092.0
2022-02-14T17:40:00.000Z,295.91,296.475,295.655,296.335,6378.0
2022-02-14T17:50:00.000Z,296.28,296.425,295.51,295.82,8352.0
2022-02-14T18:00:00.000Z,295.815,296.63,295.435,296.32,7551.0
2022-02-14T18:10:00.000Z,296.345,296.595,296.105,296.36,5646.0
2022-02-14T18:20:00.000Z,296.445,296.445,295.22,295.53,16519.0
2022-02-14T18:30:00.000Z,295.535,295.535,294.655,295.11,13779.0
2022-02-14T18:40:00.000Z,295.135,295.24,294.1,294.27,13645.0
2022-02-14T18:50:00.000Z,294.32,294.32,292.15,292.455,37993.0
2022-02-14T19:00:00.000Z,292.36,292.755,291.45,291.61,30155.0
2022-02-14T19:10:00.000Z,291.585,292.555,291.38,292.35,13896.0
2022-02-14T19:20:00.000Z,292.365,294.37,292.04,293.365,21881.0
2022-02-14T19:30:00.000Z,293.31,294.2,292.78,293.77,13805.0
2022-02-14T19:40:00.000Z,293.775,294.25,293.41,293.845,12041.0
2022-02-14T19:50:00.000Z,293.81,295.07,293.75,294.26,9439.0
2022-02-14T20:00:00.000Z,294.335,294.58,293.24,294.14,8747.0
2022-02-14T20:10:00.000Z,294.13,294.98,293.695,294.18,21342.0
2022-02-14T20:20:00.000Z,294.175,295.56,293.74,294.475,22446.0
2022-02-14T20:30:00.000Z,294.49,295.49,294.32,295.035,14225.0
2022-02-14T20:40:00.000Z,295.025,295.375,294.03,295.045,16822.0
2022-02-14T20:50:00.000Z,294.73,295.63,294.29,294.945,35078.0
2022-02-14T21:00:00.000Z,294.945,294.945,294.945,294.945,0.0
