date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2022-02-14T00:00:00.000Z,114.27,118.37,113.46,115.51,135146410,114.27,118.37,113.46,115.51,135146410,0.0,1.0
2022-02-15T00:00:00.000Z,121.47,121.88,114.36,117.19,144139671,121.47,121.88,114.36,117.19,144139671,0.0,1.0
2022-02-16T00:00:00.000Z,117.69,119.54,114.22,119.05,119109631,117.69,119.54,114.22,119.05,119109631,0.0,1.0
2022-02-17T00:00:00.000Z,112.37,116.98,112.26,116.26,98179641,112.37,116.98,112.26,116.26,98179641,0.0,1.0
2022-02-18T00:00:00.000Z,113.83,115.635,109.89,113.9,114321231,113.83,115.635,109.89,113.9,114321231,0.0,1.0
2022-02-22T00:00:00.000Z,115.65,119.2,113.61,115.27,141069217,115.65,119.2,113.61,115.27,141069217,0.0,1.0
2022-02-23T00:00:00.000Z,109.76,118.65,109.04,117.4,120299433,109.76,118.65,109.04,117.4,120299433,0.0,1.0
2022-02-24T00:00:00.000Z,116.61,116.96,104.26,104.56,142956572,116.61,116.96,104.26,104.56,142956572,0.0,1.0
2022-02-25T00:00:00.000Z,121.06,121.23,116.0421,117.16,127820983,121.06,121.23,116.0421,117.16,127820983,0.0,1.0
2022-02-28T00:00:00.000Z,123.34,124.61,119.2,120.31,124666142,123.34,124.61,119.2,120.31,124666142,0.0,1.0
2022-03-01T00:00:00.000Z,113.83,122.43,112.8,122.33,126552244,113.83,122.43,112.8,122.33,126552244,0.0,1.0
2022-03-02T00:00:00.000Z,118.28,119.48,113.31,115.47,118354509,118.28,119.48,113.31,115.47,118354509,0.0,1.0
2022-03-03T00:00:00.000Z,111.98,118.26,111.05,118.13,123916721,111.98,118.26,111.05,118.13,123916721,0.0,1.0
2022-03-04T00:00:00.000Z,108.41,113.0,106.81,112.0,100671339,108.41,113.0,106.81,112.0,100671339,0.0,1.0
2022-03-07T00:00:00.000Z,102.95,109.53,102.82,108.53,92599972,102.95,109.53,102.82,108.53,92599972,0.0,1.0
2022-03-08T00:00:00.000Z,105.53,109.9,100.08,102.81,135348316,105.53,109.9,100.08,102.81,135348316,0.0,1.0
2022-03-09T00:00:00.000Z,111.05,111.71,106.85,108.41,102310329,111.05,111.71,106.85,108.41,102310329,0.0,1.0
2022-03-10T00:00:00.000Z,106.46,109.07,103.07,108.89,102557375,106.46,109.07,103.07,108.89,102557375,0.0,1.0
2022-03-11T00:00:00.000Z,104.29,108.19,104.08,108.13,87584432,104.29,108.19,104.08,108.13,87584432,0.0,1.0
2022-03-14T00:00:00.000Z,102.25,105.2397,101.04,102.99,89731676,102.25,105.2397,101.04,102.99,89731676,0.0,1.0
2022-03-15T00:00:00.000Z,109.33,109.69,101.79,102.66,112425543,109.33,109.69,101.79,102.66,112425543,0.0,1.0
2022-03-16T00:00:00.000Z,115.37,115.42,109.89,111.6,113689804,115.37,115.42,109.89,111.6,113689804,0.0,1.0
2022-03-17T00:00:00.000Z,111.69,114.27,109.71,112.14,103201695,111.69,114.27,109.71,112.14,103201695,0.0,1.0
2022-03-18T00:00:00.000Z,113.46,114.93,110.55,111.28,105271835,113.46,114.93,110.55,111.28,105271835,0.0,1.0
2022-03-21T00:00:00.000Z,115.92,117.57,112.54,113.73,101182208,115.92,117.57,112.54,113.73,101182208,0.0,1.0
2022-03-22T00:00:00.000Z,114.78,117.95,113.81,115.43,101343582,114.78,117.95,113.81,115.43,101343582,0.0,1.0
2022-03-23T00:00:00.000Z,113.92,117.55,112.21,114.29,90579150,113.92,117.55,112.21,114.29,90579150,0.0,1.0
2022-03-24T00:00:00.000Z,120.53,120.55,113.71,114.96,121961329,120.53,120.55,113.71,114.96,121961329,0.0,1.0
2022-03-25T00:00:00.000Z,119.67,121.4,117.2533,119.915,95724592,119.67,121.4,117.2533,119.915,95724592,0.0,1.0
2022-03-28T00:00:00.000Z,120.24,120.41,116.71,117.7,92966149,120.24,120.41,116.71,117.7,92966149,0.0,1.0
2022-03-29T00:00:00.000Z,123.23,123.71,119.59,122.28,94143028,123.23,123.71,119.59,122.28,94143028,0.0,1.0
2022-03-30T00:00:00.000Z,119.22,125.67,118.59,123.04,99476946,119.22,125.67,118.59,123.04,99476946,0.0,1.0
2022-03-31T00:00:00.000Z,109.34,116.38,109.02,116.31,147004790,109.34,116.38,109.02,116.31,147004790,0.0,1.0
2022-04-01T00:00:00.000Z,108.19,111.42,106.102,110.48,111867074,108.19,111.42,106.102,110.48,111867074,0.0,1.0
2022-04-04T00:00:00.000Z,110.53,110.9391,107.03,109.97,90220034,110.53,110.9391,107.03,109.97,90220034,0.0,1.0
2022-04-05T00:00:00.000Z,106.82,110.48,106.05,109.685,79305131,106.82,110.48,106.05,109.685,79305131,0.0,1.0
2022-04-06T00:00:00.000Z,103.67,105.744,101.7106,104.45,105256602,103.67,105.744,101.7106,104.45,105256602,0.0,1.0
2022-04-07T00:00:00.000Z,103.72,105.24,100.91,103.92,91895526,103.72,105.24,100.91,103.92,91895526,0.0,1.0
2022-04-08T00:00:00.000Z,101.0,102.99,100.4205,102.51,92746663,101.0,102.99,100.4205,102.51,92746663,0.0,1.0
2022-04-11T00:00:00.000Z,97.37,98.67,95.94,98.6,95527655,97.37,98.67,95.94,98.6,95527655,0.0,1.0
2022-04-12T00:00:00.000Z,95.1,99.59,94.6,98.78,89246449,95.1,99.59,94.6,98.78,89246449,0.0,1.0
2022-04-13T00:00:00.000Z,97.74,98.33,94.71,95.3,77728418,97.74,98.33,94.71,95.3,77728418,0.0,1.0
2022-04-14T00:00:00.000Z,93.06,98.39,92.92,98.37,73354367,93.06,98.39,92.92,98.37,73354367,0.0,1.0
2022-04-18T00:00:00.000Z,93.89,95.16,91.64,92.03,80605752,93.89,95.16,91.64,92.03,80605752,0.0,1.0
2022-04-19T00:00:00.000Z,96.93,97.07,92.84,93.385,77069496,96.93,97.07,92.84,93.385,77069496,0.0,1.0
2022-04-20T00:00:00.000Z,94.02,97.91,93.2,97.84,62322274,94.02,97.91,93.2,97.84,62322274,0.0,1.0
2022-04-21T00:00:00.000Z,89.85,96.23,89.24,95.16,76680635,89.85,96.23,89.24,95.16,76680635,0.0,1.0
2022-04-22T00:00:00.000Z,88.14,91.46,87.935,90.03,75017652,88.14,91.46,87.935,90.03,75017652,0.0,1.0
2022-04-25T00:00:00.000Z,90.69,91.37,88.61,89.86,93481042,90.69,91.37,88.61,89.86,93481042,0.0,1.0
2022-04-26T00:00:00.000Z,85.16,90.12,85.08,89.74,87805574,85.16,90.12,85.08,89.74,87805574,0.0,1.0
2022-04-27T00:00:00.000Z,84.91,87.9,84.02,84.25,83125054,84.91,87.9,84.02,84.25,83125054,0.0,1.0
2022-04-28T00:00:00.000Z,89.64,90.58,84.78,86.67,91495449,89.64,90.58,84.78,86.67,91495449,0.0,1.0
2022-04-29T00:00:00.000Z,85.52,91.79,85.38,88.05,82647701,85.52,91.79,85.38,88.05,82647701,0.0,1.0
2022-05-02T00:00:00.000Z,89.84,90.37,85.3201,85.655,98304091,89.84,90.37,85.3201,85.655,98304091,0.0,1.0
2022-05-03T00:00:00.000Z,91.13,92.21,89.01,89.85,126381846,91.13,92.21,89.01,89.85,126381846,0.0,1.0
2022-05-04T00:00:00.000Z,99.42,99.69,91.7,98.18,224892814,99.42,99.69,91.7,98.18,224892814,0.0,1.0
2022-05-05T00:00:00.000Z,93.87,97.84,92.17,97.65,153129770,93.87,97.84,92.17,97.65,153129770,0.0,1.0
2022-05-06T00:00:00.000Z,95.34,98.18,92.65,94.34,144286560,95.34,98.18,92.65,94.34,144286560,0.0,1.0
2022-05-09T00:00:00.000Z,86.36,93.74,85.38,92.865,144523668,86.36,93.74,85.38,92.865,144523668,0.0,1.0
2022-05-10T00:00:00.000Z,88.73,90.7721,85.41,89.18,137235451,88.73,90.7721,85.41,89.18,137235451,0.0,1.0
2022-05-11T00:00:00.000Z,87.92,93.46,86.53,87.84,136137858,87.92,93.46,86.53,87.84,136137858,0.0,1.0
2022-05-12T00:00:00.000Z,87.06,88.55,83.27,86.6,129214223,87.06,88.55,83.27,86.6,129214223,0.0,1.0
2022-05-13T00:00:00.000Z,95.12,96.57,88.22,88.3,138068073,95.12,96.57,88.22,88.3,138068073,0.0,1.0
2022-05-16T00:00:00.000Z,94.24,98.169,93.0801,93.86,131065665,94.24,98.169,93.0801,93.86,131065665,0.0,1.0
2022-05-17T00:00:00.000Z,102.47,103.2,97.54,97.88,164227181,102.47,103.2,97.54,97.88,164227181,0.0,1.0
2022-05-18T00:00:00.000Z,96.28,104.22,95.71,100.0,142603246,96.28,104.22,95.71,100.0,142603246,0.0,1.0
2022-05-19T00:00:00.000Z,96.67,100.69,95.09,96.69,141506169,96.67,100.69,95.09,96.69,141506169,0.0,1.0
2022-05-20T00:00:00.000Z,93.5,98.64,88.26,98.385,164126807,93.5,98.64,88.26,98.385,164126807,0.0,1.0
2022-05-23T00:00:00.000Z,95.07,95.19,90.92,91.66,128773040,95.07,95.19,90.92,91.66,128773040,0.0,1.0
2022-05-24T00:00:00.000Z,91.16,93.42,89.62,92.54,123341410,91.16,93.42,89.62,92.54,123341410,0.0,1.0
2022-05-25T00:00:00.000Z,92.65,93.89,89.52,90.425,111771116,92.65,93.89,89.52,90.425,111771116,0.0,1.0
2022-05-26T00:00:00.000Z,98.75,100.33,90.74,91.34,128792745,98.75,100.33,90.74,91.34,128792745,0.0,1.0
2022-05-27T00:00:00.000Z,102.26,102.4,99.38,100.14,104348440,102.26,102.4,99.38,100.14,104348440,0.0,1.0
