date,open,high,low,close,volume
2022-02-14T14:30:00.000Z,115.505,116.195,114.31,115.775,99076.0
2022-02-14T14:40:00.000Z,115.675,117.37,115.46,117.06,100449.0
2022-02-14T14:50:00.000Z,117.03,118.0,116.82,117.88,64104.0
2022-02-14T15:00:00.000Z,117.81,118.02,116.34,117.235,35457.0
2022-02-14T15:10:00.000Z,117.24,117.8,116.5,116.89,52958.0
2022-02-14T15:20:00.000Z,116.87,117.34,116.245,116.79,34187.0
2022-02-14T15:30:00.000Z,116.79,117.045,115.33,115.855,56581.0
2022-02-14T15:40:00.000Z,115.86,117.46,115.775,117.2,34034.0
2022-02-14T15:50:00.000Z,117.225,117.485,116.445,116.615,26576.0
2022-02-14T16:00:00.000Z,116.645,117.15,116.19,116.895,27660.0
2022-02-14T16:10:00.000Z,116.9,117.72,116.585,117.635,26339.0
2022-02-14T16:20:00.000Z,117.63,118.36,117.39,118.08,42545.0
2022-02-14T16:30:00.000Z,118.115,118.215,117.37,117.515,27919.0
2022-02-14T16:40:00.000Z,117.535,117.845,117.23,117.705,21366.0
2022-02-14T16:50:00.000Z,117.71,117.845,116.8,117.55,19911.0
2022-02-14T17:00:00.000Z,117.57,118.0,117.24,117.365,21925.0
2022-02-14T17:10:00.000Z,117.42,117.91,117.18,117.38,17931.0
2022-02-14T17:20:00.000Z,117.345,117.72,117.07,117.6,24682.0
2022-02-14T17:30:00.000Z,117.595,118.0,117.5,117.63,69178.0
2022-02-14T17:40:00.000Z,117.65,117.92,117.5,117.91,75756.0
2022-02-14T17:50:00.000Z,117.905,117.94,117.145,117.17,104036.0
2022-02-14T18:00:00.000Z,117.16,117.35,116.81,116.93,46819.0
2022-02-14T18:10:00.000Z,116.955,117.03,116.39,116.635,20631.0
2022-02-14T18:20:00.000Z,116.67,117.43,115.64,116.91,35541.0
2022-02-14T18:30:00.000Z,116.905,116.91,116.005,116.09,22417.0
2022-02-14T18:40:00.000Z,116.08,116.405,115.67,115.7,20295.0
2022-02-14T18:50:00.000Z,115.705,115.765,114.0,114.1,38826.0
2022-02-14T19:00:00.000Z,114.095,114.3,113.46,113.74,49467.0
2022-02-14T19:10:00.000Z,113.755,114.53,113.535,114.5,41829.0
2022-02-14T19:20:00.000Z,114.53,115.47,114.0,115.17,23015.0
2022-02-14T19:30:00.000Z,115.11,115.47,114.675,114.945,26689.0
2022-02-14T19:40:00.000Z,114.935,115.435,114.375,114.53,24128.0
2022-02-14T19:50:00.000Z,114.465,115.48,114.465,115.365,29860.0
2022-02-14T20:00:00.000Z,115.36,115.54,114.28,114.705,27964.0
2022-02-14T20:10:00.000Z,114.66,115.56,114.41,115.12,23550.0
2022-02-14T20:20:00.000Z,115.145,115.705,114.77,115.605,28318.0
2022-02-14T20:30:00.000Z,115.59,116.41,115.57,116.09,87060.0
2022-02-14T20:40:00.000Z,116.09,116.31,115.025,115.575,89243.0
2022-02-14T20:50:00.000Z,115.47,115.47,114.205,114.405,231493.0
2022-02-14T21:00:00.000Z,114.405,114.405,114.405,114.405,0.0
2022-02-15T14:30:00.000Z,117.19,117.19,115.13,115.3,160194.0
2022-02-15T14:40:00.000Z,115.41,115.705,114.66,114.69,73898.0
2022-02-15T14:50:00.000Z,114.695,115.9,114.37,115.825,56638.0
2022-02-15T15:00:00.000Z,115.98,117.05,115.79,116.895,60889.0
2022-02-15T15:10:00.000Z,116.905,117.15,115.925,115.96,33024.0
2022-02-15T15:20:00.000Z,115.98,115.98,114.92,115.685,65309.0
2022-02-15T15:30:00.000Z,115.73,115.86,115.2,115.625,35365.0
2022-02-15T15:40:00.000Z,115.67,116.27,115.525,115.885,52118.0
