date,open,high,low,close,volume
2022-01-03T14:30:00.000Z,172.22,172.575,171.67,172.42,3940.0
2022-01-03T14:40:00.000Z,172.21,172.375,171.48,171.52,1834.0
2022-01-03T14:50:00.000Z,171.81,171.87,170.96,171.0,1562.0
2022-01-03T15:00:00.000Z,171.075,171.09,170.61,170.94,3903.0
2022-01-03T15:10:00.000Z,171.12,171.54,170.99,171.435,2349.0
2022-01-03T15:20:00.000Z,171.43,171.61,171.13,171.39,1493.0
2022-01-03T15:30:00.000Z,171.42,171.42,170.815,171.05,1812.0
2022-01-03T15:40:00.000Z,170.96,171.69,170.85,171.57,1459.0
2022-01-03T15:50:00.000Z,171.48,171.645,171.17,171.63,877.0
2022-01-03T16:00:00.000Z,171.595,171.595,171.2,171.26,1633.0
2022-01-03T16:10:00.000Z,171.35,171.79,171.35,171.73,1086.0
2022-01-03T16:20:00.000Z,171.73,171.875,171.495,171.495,1189.0
2022-01-03T16:30:00.000Z,171.485,171.55,171.185,171.37,1767.0
2022-01-03T16:40:00.000Z,171.375,171.555,171.34,171.41,1392.0
2022-01-03T16:50:00.000Z,171.415,171.775,171.415,171.73,667.0
2022-01-03T17:00:00.000Z,171.725,171.785,171.53,171.67,1430.0
2022-01-03T17:10:00.000Z,171.665,171.91,171.665,171.895,646.0
2022-01-03T17:20:00.000Z,171.92,172.01,171.83,171.845,632.0
2022-01-03T17:30:00.000Z,171.86,171.86,171.575,171.73,823.0
2022-01-03T17:40:00.000Z,171.72,171.72,171.42,171.45,1301.0
2022-01-03T17:50:00.000Z,171.39,171.435,171.18,171.325,1276.0
2022-01-03T18:00:00.000Z,171.32,171.42,171.235,171.37,712.0
2022-01-03T18:10:00.000Z,171.39,171.67,171.365,171.66,1128.0
2022-01-03T18:20:00.000Z,171.665,171.88,171.645,171.88,499.0
2022-01-03T18:30:00.000Z,171.865,171.865,171.72,171.75,489.0
2022-01-03T18:40:00.000Z,171.765,171.925,171.735,171.92,1956.0
2022-01-03T18:50:00.000Z,171.915,172.12,171.915,172.035,2016.0
2022-01-03T19:00:00.000Z,172.025,172.26,172.02,172.27,861.0
2022-01-03T19:10:00.000Z,172.245,172.27,172.08,172.08,1588.0
2022-01-03T19:20:00.000Z,172.085,172.1,171.92,172.09,1370.0
2022-01-03T19:30:00.000Z,172.085,172.225,171.965,172.225,2382.0
2022-01-03T19:40:00.000Z,172.21,172.62,172.21,172.355,3802.0
2022-01-03T19:50:00.000Z,172.35,172.46,172.235,172.24,1768.0
2022-01-03T20:00:00.000Z,172.21,172.24,172.04,172.06,1438.0
2022-01-03T20:10:00.000Z,172.06,172.1,171.92,171.96,1656.0
2022-01-03T20:20:00.000Z,171.975,172.265,171.975,172.23,3382.0
2022-01-03T20:30:00.000Z,172.245,172.625,172.23,172.51,3012.0
2022-01-03T20:40:00.000Z,172.52,172.82,172.31,172.78,7067.0
2022-01-03T20:50:00.000Z,172.78,173.13,172.765,172.83,11387.0
2022-01-03T21:00:00.000Z,172.83,172.83,172.83,172.83,0.0
