date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-10-01T00:00:00.000Z,6.0,6.05,5.812,5.94,5228188,5.2126826327,5.2561216547,5.0493519102,5.1605558064,5228188,0.0,1.0
2020-10-02T00:00:00.000Z,5.94,6.02,5.77,5.8,3695442,5.1605558064,5.2300582415,5.0128631318,5.038926545,3695442,0.0,1.0
2020-10-05T00:00:00.000Z,6.23,6.24,5.93,6.05,4130493,5.4125021337,5.421189938,5.151868002,5.2561216547,4130493,0.0,1.0
2020-10-06T00:00:00.000Z,5.79,6.46,5.77,6.3,9838493,5.0302387406,5.6123216346,5.0128631318,5.4733167644,9838493,0.0,1.0
2020-10-07T00:00:00.000Z,5.76,5.89,5.615,5.82,8373374,5.0041753274,5.1171167845,4.8782021638,5.0563021538,8373374,0.0,1.0
2020-10-08T00:00:00.000Z,6.37,6.4,5.76,5.81,6758946,5.5341313951,5.5601948083,5.0041753274,5.0476143494,6758946,0.0,1.0
2020-10-09T00:00:00.000Z,6.39,6.6,6.315,6.45,5462125,5.5515070039,5.733950896,5.486348471,5.6036338302,5462125,0.0,1.0
2020-10-12T00:00:00.000Z,6.44,6.4775,6.28,6.4,4505722,5.5949460258,5.6275252923,5.4559411556,5.5601948083,4505722,0.0,1.0
2020-10-13T00:00:00.000Z,6.67,6.79,6.36,6.42,5238241,5.7947655267,5.8990191794,5.5254435907,5.577570417,5238241,0.0,1.0
2020-10-14T00:00:00.000Z,6.8,7.0,6.66,6.67,4421818,5.9077069838,6.0814630715,5.7860777223,5.7947655267,4421818,0.0,1.0
2020-10-15T00:00:00.000Z,6.73,6.77,6.48,6.69,4679815,5.8468923531,5.8816435706,5.6296972434,5.8121411355,4679815,0.0,1.0
2020-10-16T00:00:00.000Z,6.59,6.81,6.53,6.78,3768045,5.7252630916,5.9163947882,5.6731362653,5.890331375,3768045,0.0,1.0
2020-10-19T00:00:00.000Z,6.53,6.73,6.465,6.64,5405011,5.6731362653,5.8468923531,5.6166655368,5.7687021136,5405011,0.0,1.0
2020-10-20T00:00:00.000Z,6.6,6.75,6.54,6.59,4046642,5.733950896,5.8642679618,5.6818240697,5.7252630916,4046642,0.0,1.0
2020-10-21T00:00:00.000Z,6.49,6.6,6.455,6.55,7578784,5.6383850477,5.733950896,5.6079777324,5.6905118741,7578784,0.0,1.0
2020-10-22T00:00:00.000Z,6.82,6.86,6.47,6.47,4521323,5.9250825925,5.9598338101,5.621009439,5.621009439,4521323,0.0,1.0
2020-10-23T00:00:00.000Z,6.82,6.92,6.7,6.89,3275124,5.9250825925,6.0119606364,5.8208289399,5.9858972233,3275124,0.0,1.0
2020-10-26T00:00:00.000Z,6.51,6.75,6.39,6.72,4785976,5.6557606565,5.8642679618,5.5515070039,5.8382045487,4785976,0.0,1.0
2020-10-27T00:00:00.000Z,6.43,6.525,6.28,6.51,4102874,5.5862582214,5.6687923631,5.4559411556,5.6557606565,4102874,0.0,1.0
